21.07.2023                                        Salida dinámica de lista                                                                                             1


	Documento	GTr	Denomin.	ClVt	Denominación	Solic.	Creado el	Fecha doc.	Pedido	Func.	Responsab	Creado	OrgVt	CDis	Se	OfVta	GVen	Mon.	 Valor neto
	903153788	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094050			JOBS	1000	01	01	E001	G01	COP	   247,248
	903153789	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094050			JOBS	1000	01	01	E001	G01	COP	   136,026
	903153790	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094049			JOBS	1000	01	01	E001	G01	COP	   177,840
	903153791	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094050			JOBS	1000	01	01	E001	G01	COP	   266,256
	903153792	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094049			JOBS	1000	01	01	E001	G01	COP	   322,596
	903153793	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094048			JOBS	1100	20	01	N001	N02	COP	    67,632
	903153794	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094047			JOBS	1000	01	01	E001	G01	COP	   177,840
	903153795	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094048			JOBS	1100	20	01	N001	N02	COP	    67,632
	903153796	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094047			JOBS	1000	01	01	E001	G01	COP	    39,276
	903153797	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 2,962,481
	903153798	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094037			JOBS	1000	01	01	E001	G01	COP	 1,875,303
	903153799	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094046			JOBS	1100	20	01	N001	N02	COP	    67,632
	903153800	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 2,550,837
	903153801	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094046			JOBS	1100	20	01	N001	N02	COP	    67,632
	903153802	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 3,347,766
	903153803	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094047			JOBS	1000	01	01	E001	G01	COP	   123,624
	903153804	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094045			JOBS	1100	20	01	N001	N02	COP	    67,704
	903153805	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	    67,704
	903153806	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094046			JOBS	1100	20	01	N001	N02	COP	    67,632
	903153807	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452368			JOBS	1000	01	01	E001	G01	COP	 3,763,914
	903153808	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	   198,316
	903153809	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	    67,704
	903153810	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	   136,524
	903153811	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	    67,488
	903153812	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094045			JOBS	1100	20	01	N001	N02	COP	   135,192
	903153813	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	    67,488
	903153814	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	   790,979
	903153815	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	   135,192
	903153816	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 2,373,503
	903153817	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	   652,896
	903153818	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	    67,704
	903153819	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093984			JOBS	1000	01	01	E001	G01	COP	   104,872
	903153820	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093985			JOBS	1000	01	01	E001	G01	COP	    28,570
	903153821	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	    67,704
	903153822	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093984			JOBS	1000	01	01	E001	G01	COP	    13,109
	903153823	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	    67,488
	903153824	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093985			JOBS	1000	01	01	E001	G01	COP	    11,428
	903153825	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138093982			JOBS	1100	20	01	N001	N02	COP	    69,552
	903153826	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138093982			JOBS	1100	20	01	N001	N02	COP	    69,552
	903153827	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094044			JOBS	1100	20	01	N001	N02	COP	   395,276
	903153828	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138093982			JOBS	1100	20	01	N001	N02	COP	    69,552
	903153829	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093984			JOBS	1000	01	01	E001	G01	COP	    13,109
	903153830	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 3,030,783
	903153831	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	    70,212
	903153832	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	    70,212
	903153833	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	    70,212
	903153834	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093985			JOBS	1000	01	01	E001	G01	COP	    17,142
	903153835	0	Orden	ZED1	P. EDI Uno a uno	1000000000	14.07.2023	14.07.2023	0138093972			JOBS	1000	01	01	E001	G01	COP	 5,699,514
	903153836	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138093982			JOBS	1100	20	01	N001	N02	COP	    69,552
	903153837	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 3,060,957
	903153838	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	   132,285
	903153839	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	    70,212
	903153840	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	    42,752
	903153841	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	    98,805
	903153842	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138094015			JOBS	1000	01	01	E001	G01	COP	    13,107
	903153843	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	    70,212
	903153844	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094023			JOBS	1000	01	01	E001	G01	COP	   110,814
	903153845	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	   129,520
	903153846	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	    98,805
	903153847	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138094016			JOBS	1000	01	01	E001	G01	COP	    15,798
	903153848	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138094016			JOBS	1000	01	01	E001	G01	COP	    18,464
	903153849	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094023			JOBS	1000	01	01	E001	G01	COP	   110,814
	903153850	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   405,096
	903153851	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	   693,801
	903153852	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	   403,341
	903153853	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138094016			JOBS	1000	01	01	E001	G01	COP	    32,942
	903153854	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	   306,555
	903153855	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   250,581
	903153856	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094035			JOBS	1100	20	01	N001	N02	COP	   133,518
	903153857	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   117,020
	903153858	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   280,323
	903153859	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094014			JOBS	1000	01	01	E001	G01	COP	   246,032
	903153860	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094014			JOBS	1000	01	01	E001	G01	COP	   153,272
	903153861	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093985			JOBS	1000	01	01	E001	G01	COP	    11,428
	903153862	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093985			JOBS	1000	01	01	E001	G01	COP	    22,856
	903153863	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138094016			JOBS	1000	01	01	E001	G01	COP	   137,770
	903153864	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   110,246
	903153865	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094014			JOBS	1000	01	01	E001	G01	COP	   495,874
	903153866	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094014			JOBS	1000	01	01	E001	G01	COP	   276,952
	903153867	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   134,561
	903153868	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094014			JOBS	1000	01	01	E001	G01	COP	 1,400,689
	903153869	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094014			JOBS	1000	01	01	E001	G01	COP	   772,826
	903153870	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   298,571
	903153871	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094014			JOBS	1000	01	01	E001	G01	COP	 1,788,902
	903153872	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   457,247
	903153873	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0138094014			JOBS	1000	01	01	E001	G01	COP	 2,412,106
	903153874	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   225,247
	903153875	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   467,748
	903153876	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 3,489,723
	903153877	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	 1,763,352
	903153878	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   240,516
	903153879	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 3,839,278
	903153880	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	 3,129,859
	903153881	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	 2,380,817
	903153882	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   655,085
	903153883	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 4,855,692
	903153884	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	 3,727,594
	903153885	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	   869,096
	903153886	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 5,695,280
	903153887	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0138093983			JOBS	1000	01	01	E001	G01	COP	 5,405,765
	903153888	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	14.07.2023	14.07.2023	0050452328			JOBS	1000	01	01	E001	G01	COP	 7,711,283
	903153966	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	    33,846
	903153967	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   166,497
	903153968	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	    67,692
	903153969	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	    97,038
	903153970	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   101,538
	903153971	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   100,440
	903153972	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	    33,846
	903153973	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	    33,480
	903153974	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	    33,846
	903153975	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   197,610
	903153976	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   101,538
	903153977	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   335,727
	903153978	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	    67,326
	903153979	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   336,960
	903153980	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   101,172
	903153981	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   164,631
	903153982	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   366,108
	903153983	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   264,936
	903153984	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   132,651
	903153985	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   395,589
	903153986	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   167,730
	903153987	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   397,587
	903153988	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	    67,326
	903153989	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   895,812
	903153990	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   398,454
	903153991	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   133,152
	903153992	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   334,263
	903153993	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   100,440
	903153994	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	    67,692
	903153995	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   166,497
	903153996	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	 1,169,079
	903153997	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	    98,805
	903153998	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	    67,692
	903153999	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   231,456
	903154000	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   297,015
	903154001	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	    33,846
	903154002	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	    32,346
	903154003	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	    67,692
	903154004	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   263,436
	903154005	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   264,570
	903154006	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   372,306
	903154007	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	 1,242,273
	903154008	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   133,152
	903154009	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   202,344
	903154010	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   531,606
	903154011	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   364,707
	903154012	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0020675792			JOBS	1100	20	01	N001	N02	COP	   167,766
	903154013	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   200,343
	903154014	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   536,937
	903154015	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   133,884
	903154016	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   131,151
	903154017	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   101,172
	903154018	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   230,922
	903154019	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   235,458
	903154020	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   297,114
	903154021	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   164,730
	903154022	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   167,364
	903154023	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   198,111
	903154024	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	    32,346
	903154025	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   197,343
	903154026	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   435,399
	903154027	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   499,359
	903154028	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   198,477
	903154029	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   399,456
	903154030	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   266,535
	903154031	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   268,035
	903154032	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	    33,846
	903154033	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	   100,440
	903154034	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0050452526			JOBS	1100	20	01	N001	N02	COP	   329,361
	903154035	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	14.07.2023	14.07.2023	0085780412			JOBS	1100	20	01	N001	N02	COP	    33,846
